-0.0,"[13, 2, 13, 0]"
-0.0,"[11, 2, 11, 0]"
-0.0,"[10, 3, 11, 0]"
-0.0,"[9, 3, 11, 0]"
-0.0,"[10, 3, 11, 0]"
-0.0,"[13, 1, 12, 2]"
-0.0,"[10, 1, 14, 2]"
-0.0,"[10, 0, 14, 3]"
-0.0,"[10, 1, 14, 2]"
-0.0,"[10, 1, 12, 2]"
-0.0,"[9, 1, 13, 3]"
-0.0,"[11, 1, 13, 1]"
-0.0,"[9, 0, 13, 3]"
-0.0,"[10, 1, 13, 2]"
-0.0,"[10, 1, 14, 2]"
-0.0,"[13, 2, 11, 3]"
-0.0,"[9, 3, 14, 2]"
-0.0,"[9, 1, 12, 2]"
-0.0,"[11, 2, 13, 1]"
-0.0,"[11, 2, 13, 0]"
-0.0,"[12, 3, 13, 1]"
-0.0,"[13, 1, 11, 0]"
-0.0,"[9, 3, 14, 3]"
-0.0,"[11, 3, 12, 2]"
-0.0,"[10, 3, 11, 3]"
-0.0,"[11, 2, 11, 3]"
-0.0,"[12, 1, 14, 2]"
-0.0,"[11, 3, 11, 1]"
-0.0,"[11, 3, 13, 3]"
-0.0,"[9, 2, 11, 2]"
-0.0,"[11, 3, 11, 0]"
-0.0,"[11, 0, 14, 3]"
-0.0,"[13, 2, 11, 0]"
-0.0,"[9, 3, 11, 1]"
-0.0,"[10, 2, 12, 0]"
-0.0,"[12, 2, 12, 2]"
-0.0,"[11, 2, 13, 0]"
-0.0,"[13, 1, 11, 0]"
-0.0,"[12, 0, 11, 0]"
-0.0,"[9, 0, 13, 0]"
-0.0,"[10, 3, 12, 1]"
-0.0,"[13, 2, 11, 0]"
-0.0,"[10, 3, 12, 2]"
-0.0,"[9, 0, 13, 3]"
-0.0,"[9, 3, 12, 2]"
-0.0,"[13, 3, 13, 0]"
-0.0,"[9, 3, 13, 3]"
-0.0,"[9, 3, 13, 3]"
-0.0,"[13, 2, 12, 2]"
-0.0,"[12, 1, 13, 0]"
