-0.0,"[8, 0.000757663535572187, 0.007980749867567125]"
0.05,"[7, 0.0008747578922033601, 0.00469069473206893]"
0.01,"[5, 0.0014219725361941861, 0.009910229613873516]"
-0.0,"[7, 0.0002912195703620418, 0.00833407711938356]"
-0.03,"[7, 0.001279689927217204, 0.009097596704044118]"
-0.23,"[4, 0.0015348767624897778, 0.004348856895316547]"
-0.1,"[6, 0.0019616591124038693, 0.007863732470346146]"
-0.05,"[6, 0.001103645119180799, 0.007094516936644165]"
-0.01,"[4, 0.0011071425957211107, 0.008742137516404049]"
-0.06,"[5, 0.0015433697754295525, 0.005766688417058869]"
-0.0,"[6, 0.0008555615919314572, 0.009317014456982735]"
-0.03,"[6, 0.0013744858425669962, 0.009348765997168065]"
-0.0,"[5, 0.0009708049144251792, 0.009667865023078662]"
-0.01,"[4, 0.0005968676724217092, 0.004665290616256391]"
-0.11,"[4, 0.0019779187967984427, 0.008497008616000584]"
-0.11,"[4, 0.0016402027363020346, 0.004452897967548499]"
-0.1,"[4, 0.0015587432630248344, 0.004443473273925421]"
-0.14,"[4, 0.0015479317438494118, 0.004066016113688025]"
-0.25,"[4, 0.0014757222853437311, 0.00411996905956474]"
-0.17,"[4, 0.0014519621673820743, 0.0040032824301728855]"
-0.15,"[4, 0.0013096865890713971, 0.004079210695442305]"
-0.18,"[4, 0.0012682974099359455, 0.004129279700954382]"
